Circuit,County,DivisionOfCourt,TypeOfCase,TypeOfDisposition,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
18,Seminole,Family Court,Simplified Dissolution,Jury Trial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,Seminole,Family Court,Simplified Dissolution,Other,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18,Seminole,Family Court,Dissolution,"Dismissed, Settled or Disposed Before Hearing",258,79,75,86,75,65,30,52,74,52,93,36,57,52,149,127,120,111,169,168,106,168,99,201,148,121,45,55
18,Seminole,Family Court,Dissolution,"Dismissed, Settled or Disposed After Hearing",31,68,88,61,67,92,103,177,119,57,72,126,71,101,70,59,47,52,49,45,33,36,15,57,30,32,59,158
18,Seminole,Family Court,Dissolution,By Default,31,87,118,132,138,35,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
18,Seminole,Family Court,Dissolution,By Judge,714,1055,678,875,992,1225,1222,1451,1364,1356,1302,1393,1363,1418,1542,1415,1502,1616,1426,1387,1424,1464,1356,1363,1457,1557,1418,1385
18,Seminole,Family Court,Dissolution,Non Jury Trial,141,62,90,83,139,54,98,80,71,77,97,68,75,71,67,79,115,66,135,84,89,76,81,85,76,58,75,53
18,Seminole,Family Court,Dissolution,Jury Trial,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,Seminole,Family Court,Dissolution,Other,14,25,40,14,17,18,17,24,24,18,18,14,10,15,17,9,8,16,13,17,9,7,6,7,10,10,7,7
18,Seminole,Family Court,Child Support,"Dismissed, Settled or Disposed Before Hearing",43,6,32,36,74,125,92,131,161,111,102,69,91,128,260,177,238,233,179,166,150,120,162,176,223,201,5,67
18,Seminole,Family Court,Child Support,"Dismissed, Settled or Disposed After Hearing",28,19,28,39,27,41,31,53,60,38,28,45,15,22,18,21,22,16,42,19,19,21,19,12,9,12,9,204
18,Seminole,Family Court,Child Support,By Default,0,4,17,13,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,Seminole,Family Court,Child Support,By Judge,107,96,29,48,51,100,143,249,196,148,119,88,144,239,271,268,192,294,275,251,174,149,307,384,626,712,375,112
18,Seminole,Family Court,Child Support,Non Jury Trial,1,3,44,83,104,45,4,2,3,2,2,1,1,0,0,0,3,3,0,1,0,0,1,2,0,0,2,2
18,Seminole,Family Court,Child Support,Jury Trial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,Seminole,Family Court,Child Support,Other,18,13,25,12,7,8,11,6,7,7,4,4,1,7,6,4,7,7,8,22,6,3,14,35,52,69,12,3
18,Seminole,Family Court,UIFSA,"Dismissed, Settled or Disposed Before Hearing",,,,,,,,,,,,,,,,,,,,,,,,,7,24,1,3
18,Seminole,Family Court,UIFSA,"Dismissed, Settled or Disposed Before Hearing",74,16,11,63,40,73,83,69,73,74,76,47,31,24,29,24,24,17,18,28,30,26,20,31,19,6,0,0
18,Seminole,Family Court,UIFSA,"Dismissed, Settled or Disposed After Hearing",46,39,116,77,22,17,21,25,36,28,29,27,13,5,12,9,10,6,6,4,3,0,7,3,2,2,1,18
18,Seminole,Family Court,UIFSA,By Default,0,1,6,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,Seminole,Family Court,UIFSA,By Judge,182,158,33,30,38,66,112,108,101,85,122,75,41,41,46,39,27,52,21,25,39,32,36,56,51,57,26,19
18,Seminole,Family Court,UIFSA,Non Jury Trial,0,1,44,58,62,27,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,Seminole,Family Court,UIFSA,Jury Trial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,Seminole,Family Court,UIFSA,Other,234,215,191,237,202,206,412,359,370,387,266,175,7,2,5,8,1,7,2,3,4,5,2,2,4,4,0,0
18,Seminole,Family Court,Other Domestic Relations,"Dismissed, Settled or Disposed Before Hearing",39,12,41,60,67,130,92,112,203,132,172,62,94,57,183,82,128,120,171,180,150,188,126,156,154,152,26,75
18,Seminole,Family Court,Other Domestic Relations,"Dismissed, Settled or Disposed After Hearing",19,17,39,45,65,72,72,104,120,79,81,134,83,73,62,42,41,48,47,38,19,43,10,41,29,27,53,261
18,Seminole,Family Court,Other Domestic Relations,By Default,1,23,56,19,23,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,Seminole,Family Court,Other Domestic Relations,By Judge,238,327,219,271,268,393,470,607,706,592,605,497,601,526,528,489,532,659,527,538,572,550,533,571,657,737,465,387
18,Seminole,Family Court,Other Domestic Relations,Non Jury Trial,20,1,65,146,176,106,8,8,6,12,7,10,7,7,5,10,10,10,16,9,11,6,9,17,13,19,10,7
18,Seminole,Family Court,Other Domestic Relations,Jury Trial,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,Seminole,Family Court,Other Domestic Relations,Other,8,58,43,10,11,10,7,29,60,60,25,17,2,3,2,5,8,13,13,9,8,16,10,6,11,10,8,3
18,Seminole,Family Court,Domestic Violence,"Dismissed, Settled or Disposed Before Hearing",48,18,9,3,4,4,0,0,5,0,2,0,0,0,9,4,6,3,586,704,783,795,742,674,582,579,465,536
18,Seminole,Family Court,Domestic Violence,"Dismissed, Settled or Disposed After Hearing",35,130,131,178,268,241,465,492,607,594,666,708,711,793,786,736,822,876,265,169,157,114,254,189,167,141,163,222
18,Seminole,Family Court,Domestic Violence,By Default,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,Seminole,Family Court,Domestic Violence,By Judge,127,253,117,235,266,271,405,393,373,374,399,302,410,333,333,268,269,326,326,350,387,477,301,270,207,225,173,234
18,Seminole,Family Court,Domestic Violence,Non Jury Trial,2,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,13,0,0,0,0,0,0
18,Seminole,Family Court,Domestic Violence,Jury Trial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,Seminole,Family Court,Domestic Violence,Other,32,26,9,17,30,24,47,12,11,8,3,6,4,17,8,9,8,7,8,2,2,4,5,2,0,1,4,0
18,Seminole,Family Court,Repeat Violence,"Dismissed, Settled or Disposed Before Hearing",0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,208,269,250,345,248,262,208,204,189,247
18,Seminole,Family Court,Repeat Violence,"Dismissed, Settled or Disposed After Hearing",0,0,0,0,0,59,88,73,102,100,123,157,169,174,232,194,197,274,99,120,75,41,104,117,117,122,83,136
18,Seminole,Family Court,Repeat Violence,By Default,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,Seminole,Family Court,Repeat Violence,By Judge,0,0,0,0,0,81,126,94,79,67,86,64,88,79,72,78,60,79,114,103,174,198,84,73,79,81,67,80
18,Seminole,Family Court,Repeat Violence,Non Jury Trial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,0,1,0,0,0,0,0,0
18,Seminole,Family Court,Repeat Violence,Jury Trial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,Seminole,Family Court,Repeat Violence,Other,0,0,0,0,0,2,0,1,0,0,0,2,0,5,0,0,1,1,0,0,1,0,0,0,1,0,0,0
18,Seminole,Family Court,Juvenile Delinquency,Total Disposed,983,1030,1267,1432,1033,1664,1963,1731,1284,1537,1336,1372,1070,1249,1507,1291,1091,1032,855,991,1091,967,1001,1174,1233,1018,898,749
18,Seminole,Family Court,Juvenile Dependency,Total Disposed,299,143,112,184,143,161,155,128,115,76,67,75,129,202,185,203,175,175,232,223,306,297,217,158,135,148,106,94
18,Seminole,Family Court,Termination of Parental Rights,Total Disposed,,,,,,,,,,,,,,,,,,,,,,,,,32,24,38,13
18,Seminole,Circuit Civil,Professional Malpractice,"Dismissed, Settled or Disposed Before Hearing",0,1,3,2,0,1,1,2,1,2,3,4,3,2,5,3,6,4,14,12,7,14,4,5,9,7,7,3
18,Seminole,Circuit Civil,Professional Malpractice,"Dismissed, Settled or Disposed After Hearing",0,2,9,6,11,16,11,18,13,11,6,19,20,23,21,21,20,23,12,14,5,9,9,3,7,10,4,9
18,Seminole,Circuit Civil,Professional Malpractice,By Default,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
18,Seminole,Circuit Civil,Professional Malpractice,By Judge,0,5,0,4,1,1,0,3,1,4,5,6,3,4,3,5,0,7,2,5,2,7,4,0,2,1,0,0
18,Seminole,Circuit Civil,Professional Malpractice,Non Jury Trial,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,Seminole,Circuit Civil,Professional Malpractice,Jury Trial,0,0,0,1,1,0,2,0,1,1,1,3,0,4,2,1,2,3,2,2,4,1,1,1,0,1,0,4
18,Seminole,Circuit Civil,Professional Malpractice,Other,0,8,3,1,3,1,1,3,4,9,0,4,2,3,1,3,2,2,1,0,0,1,0,1,0,0,2,1
18,Seminole,Circuit Civil,Products Liability,"Dismissed, Settled or Disposed Before Hearing",0,2,4,0,1,1,3,0,0,0,1,2,0,1,1,1,1,1,5,7,5,1,1,2,2,3,7,3
18,Seminole,Circuit Civil,Products Liability,"Dismissed, Settled or Disposed After Hearing",0,0,1,4,4,3,5,4,5,4,5,2,3,6,4,6,2,6,4,3,2,6,1,1,2,5,1,4
18,Seminole,Circuit Civil,Products Liability,By Default,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
18,Seminole,Circuit Civil,Products Liability,By Judge,0,0,0,0,1,1,0,0,1,2,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0,0,1
18,Seminole,Circuit Civil,Products Liability,Non Jury Trial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,Seminole,Circuit Civil,Products Liability,Jury Trial,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
18,Seminole,Circuit Civil,Products Liability,Other,0,0,7,0,1,1,1,2,1,0,0,2,0,1,0,1,4,3,3,2,1,2,0,1,0,1,0,3
18,Seminole,Circuit Civil,Auto Negligence,"Dismissed, Settled or Disposed Before Hearing",116,80,75,59,65,75,57,48,42,48,50,63,51,63,52,49,66,85,166,188,167,192,227,194,193,233,206,214
18,Seminole,Circuit Civil,Auto Negligence,"Dismissed, Settled or Disposed After Hearing",29,86,106,98,126,129,139,193,131,117,159,206,218,187,167,180,163,166,67,53,57,51,49,43,47,62,89,107
18,Seminole,Circuit Civil,Auto Negligence,By Default,2,1,2,9,15,13,8,4,1,1,2,1,2,5,7,4,4,0,2,2,0,3,0,0,6,6,6,13
18,Seminole,Circuit Civil,Auto Negligence,By Judge,4045,22,17,24,18,13,22,10,6,11,9,9,6,13,13,13,7,8,2,3,8,10,5,6,8,11,10,12
18,Seminole,Circuit Civil,Auto Negligence,Non Jury Trial,1,1,0,0,3,1,1,1,0,0,0,0,2,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1
18,Seminole,Circuit Civil,Auto Negligence,Jury Trial,2,2,4,0,5,7,4,5,3,6,6,7,4,11,6,6,11,3,7,11,4,7,2,8,8,7,8,5
18,Seminole,Circuit Civil,Auto Negligence,Other,4,10,16,7,5,12,9,6,53,48,12,12,9,10,8,7,3,6,6,4,3,6,6,6,9,17,20,17
18,Seminole,Circuit Civil,Other Negligence,"Dismissed, Settled or Disposed Before Hearing",49,35,19,21,11,20,21,13,20,16,13,17,16,18,14,23,36,36,94,106,77,95,77,90,89,127,82,76
18,Seminole,Circuit Civil,Other Negligence,"Dismissed, Settled or Disposed After Hearing",19,46,57,51,56,56,86,85,73,66,78,114,93,99,96,88,82,104,67,39,46,48,40,48,46,53,65,82
18,Seminole,Circuit Civil,Other Negligence,By Default,1,0,1,0,2,2,2,1,2,0,1,0,1,0,1,2,0,0,0,0,2,0,2,1,1,4,0,0
18,Seminole,Circuit Civil,Other Negligence,By Judge,20,25,17,15,19,19,18,14,16,17,15,17,9,7,13,11,12,11,7,7,9,16,4,9,6,10,8,8
18,Seminole,Circuit Civil,Other Negligence,Non Jury Trial,1,1,0,1,1,2,1,1,2,1,0,0,0,1,0,2,0,0,1,1,0,0,1,1,0,1,0,0
18,Seminole,Circuit Civil,Other Negligence,Jury Trial,2,0,2,3,1,7,15,4,2,7,4,6,2,5,5,3,4,2,3,3,2,6,3,4,4,8,5,4
18,Seminole,Circuit Civil,Other Negligence,Other,5,16,11,10,5,8,4,6,48,45,11,10,5,9,7,4,9,11,7,8,11,5,13,7,11,9,13,17
18,Seminole,Circuit Civil,Condominium,"Dismissed, Settled or Disposed Before Hearing",4,14,8,1,4,1,3,1,0,0,0,0,1,1,1,0,0,0,1,1,2,1,0,0,2,1,2,4
18,Seminole,Circuit Civil,Condominium,"Dismissed, Settled or Disposed After Hearing",0,0,6,2,0,1,2,2,2,0,1,0,2,1,1,1,0,3,0,1,0,0,1,0,2,2,2,1
18,Seminole,Circuit Civil,Condominium,By Default,0,0,3,1,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1
18,Seminole,Circuit Civil,Condominium,By Judge,2,6,0,5,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,4
18,Seminole,Circuit Civil,Condominium,Non Jury Trial,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,Seminole,Circuit Civil,Condominium,Jury Trial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,Seminole,Circuit Civil,Condominium,Other,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
18,Seminole,Circuit Civil,Contract & Indebtedness,"Dismissed, Settled or Disposed Before Hearing",332,231,251,263,287,276,217,213,137,105,157,131,138,117,175,154,183,198,266,323,307,292,313,367,404,395,314,292
18,Seminole,Circuit Civil,Contract & Indebtedness,"Dismissed, Settled or Disposed After Hearing",40,153,234,202,223,234,209,180,171,154,146,139,157,146,154,177,167,208,143,124,93,104,82,98,86,544,86,188
18,Seminole,Circuit Civil,Contract & Indebtedness,By Default,63,82,151,247,305,232,198,105,83,66,86,92,102,80,86,100,121,141,133,100,106,149,228,364,352,215,164,131
18,Seminole,Circuit Civil,Contract & Indebtedness,By Judge,197,267,143,198,238,202,185,137,133,108,101,85,75,79,90,106,90,83,105,84,90,110,144,232,229,238,142,145
18,Seminole,Circuit Civil,Contract & Indebtedness,Non Jury Trial,19,19,32,26,39,41,36,37,17,16,9,8,9,6,10,12,10,11,10,8,12,8,8,8,10,6,3,8
18,Seminole,Circuit Civil,Contract & Indebtedness,Jury Trial,0,1,1,3,3,7,8,1,3,2,2,3,5,4,7,4,7,4,1,7,5,2,3,3,5,4,4,1
18,Seminole,Circuit Civil,Contract & Indebtedness,Other,31,175,143,119,105,77,68,77,82,71,60,67,66,44,42,52,70,64,43,62,36,40,64,105,148,176,133,110
18,Seminole,Circuit Civil,Real Property/Mortgage Foreclosure,"Dismissed, Settled or Disposed Before Hearing",334,330,324,340,394,427,455,384,269,280,320,361,360,366,466,474,688,643,737,725,695,617,803,1494,2209,1933,1490,1926
18,Seminole,Circuit Civil,Real Property/Mortgage Foreclosure,"Dismissed, Settled or Disposed After Hearing",40,84,119,129,116,102,130,106,109,84,70,66,47,74,81,73,67,95,54,50,25,37,18,79,131,406,145,473
18,Seminole,Circuit Civil,Real Property/Mortgage Foreclosure,By Default,77,98,154,168,177,268,218,187,125,141,186,186,215,210,194,175,191,244,197,143,123,235,684,1374,543,104,166,196
18,Seminole,Circuit Civil,Real Property/Mortgage Foreclosure,By Judge,342,490,414,543,540,725,943,730,631,574,492,620,467,456,445,441,470,461,368,241,223,420,944,2215,2981,1018,1758,1814
18,Seminole,Circuit Civil,Real Property/Mortgage Foreclosure,Non Jury Trial,67,3,19,8,11,12,10,7,5,2,4,3,2,3,2,3,4,5,8,8,3,5,3,2,1,9,499,828
18,Seminole,Circuit Civil,Real Property/Mortgage Foreclosure,Jury Trial,1,1,0,1,0,1,1,3,1,1,0,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,3,3
18,Seminole,Circuit Civil,Real Property/Mortgage Foreclosure,Other,11,65,44,26,41,46,34,107,100,99,68,93,129,97,101,98,49,10,14,16,7,25,25,27,65,44,50,70
18,Seminole,Circuit Civil,Eminent Domain,"Dismissed, Settled or Disposed Before Hearing",3,17,0,17,9,0,0,9,21,3,3,2,6,0,6,6,1,0,3,8,1,3,5,2,4,3,6,1
18,Seminole,Circuit Civil,Eminent Domain,"Dismissed, Settled or Disposed After Hearing",1,0,0,3,17,6,2,19,15,8,8,6,5,4,1,4,4,1,1,0,0,7,0,0,0,0,3,5
18,Seminole,Circuit Civil,Eminent Domain,By Default,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18,Seminole,Circuit Civil,Eminent Domain,By Judge,12,23,18,56,46,39,56,55,90,68,55,44,46,90,74,81,52,25,63,60,35,36,28,15,6,12,19,21
18,Seminole,Circuit Civil,Eminent Domain,Non Jury Trial,0,0,0,2,0,0,0,0,0,1,1,0,0,0,1,3,0,2,0,0,0,0,0,0,0,0,0,0
18,Seminole,Circuit Civil,Eminent Domain,Jury Trial,0,0,0,0,0,0,3,2,2,2,2,3,0,4,2,5,2,1,3,0,1,1,0,0,0,0,0,0
18,Seminole,Circuit Civil,Eminent Domain,Other,0,0,0,0,1,0,0,3,4,3,2,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0
18,Seminole,Circuit Civil,Other Circuit Civil,"Dismissed, Settled or Disposed Before Hearing",164,73,28,21,23,32,96,144,92,28,69,53,62,43,52,61,85,80,117,124,122,97,99,108,122,90,65,76
18,Seminole,Circuit Civil,Other Circuit Civil,"Dismissed, Settled or Disposed After Hearing",44,92,73,42,31,38,66,92,96,60,66,70,75,93,95,88,87,102,72,69,51,50,46,47,32,143,29,78
18,Seminole,Circuit Civil,Other Circuit Civil,By Default,17,13,24,24,46,24,27,20,28,19,21,24,15,18,23,21,36,32,35,29,23,63,51,57,44,25,21,26
18,Seminole,Circuit Civil,Other Circuit Civil,By Judge,130,125,45,39,38,61,94,58,52,61,70,48,33,58,54,49,61,80,76,73,81,78,72,84,93,57,25,36
18,Seminole,Circuit Civil,Other Circuit Civil,Non Jury Trial,32,3,5,6,2,2,10,7,8,7,8,3,1,9,2,6,5,7,8,7,4,3,8,3,6,5,0,4
18,Seminole,Circuit Civil,Other Circuit Civil,Jury Trial,0,0,1,1,0,2,2,1,0,1,5,2,3,2,1,1,0,0,1,3,1,1,0,0,0,2,0,1
18,Seminole,Circuit Civil,Other Circuit Civil,Other,17,66,7,4,38,18,37,32,47,39,31,30,39,36,45,38,20,31,28,32,14,31,18,26,19,12,8,43
18,Seminole,Probate,Probate,Total Disposed (1986 to 1995),392,429,505,563,475,497,547,544,616,525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
18,Seminole,Probate,Probate,Before Hearing,0,0,0,0,0,0,0,0,0,0,236,164,230,275,251,244,306,339,331,417,354,417,360,350,321,360,314,384
18,Seminole,Probate,Probate,By Judge,0,0,0,0,0,0,0,0,0,0,433,371,368,412,406,654,366,528,353,332,544,445,357,316,299,526,367,383
18,Seminole,Probate,Probate,Non Jury Trial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,1,0,3,1,0
18,Seminole,Probate,Probate,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,5,0,2
18,Seminole,Probate,Guardianship,Total Disposed (1986 to 1995),48,89,88,125,106,117,144,114,98,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
18,Seminole,Probate,Guardianship,Before Hearing,0,0,0,0,0,0,0,0,0,0,33,9,15,5,6,7,15,14,15,10,7,10,5,6,9,10,1,1
18,Seminole,Probate,Guardianship,By Judge,0,0,0,0,0,0,0,0,0,0,104,106,130,161,173,185,157,113,94,143,131,159,145,134,141,133,122,164
18,Seminole,Probate,Guardianship,Non Jury Trial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1
18,Seminole,Probate,Guardianship,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0
18,Seminole,Probate,Trusts,Total Disposed (1986 to 1995),0,0,1,0,0,0,0,2,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
18,Seminole,Probate,Trusts,Before Hearing,0,0,0,0,0,0,0,0,0,0,10,1,1,2,7,2,5,2,8,6,4,6,7,7,3,3,3,1
18,Seminole,Probate,Trusts,By Judge,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,3,3,4,0,1,1,7,6,11,5,15,4,4
18,Seminole,Probate,Trusts,Non Jury Trial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,Seminole,Probate,Trusts,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0
18,Seminole,Probate,Baker Act,Total Disposed (1986 to 1995),167,199,150,169,134,112,127,106,66,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
18,Seminole,Probate,Baker Act,Before Hearing,0,0,0,0,0,0,0,0,0,0,89,139,126,229,139,194,182,159,232,301,265,181,274,287,313,348,396,457
18,Seminole,Probate,Baker Act,By Judge,0,0,0,0,0,0,0,0,0,0,18,43,87,73,67,106,90,81,162,179,144,141,129,114,159,136,148,171
18,Seminole,Probate,Baker Act,Non Jury Trial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,Seminole,Probate,Baker Act,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
18,Seminole,Probate,Substance Abuse Act,Total Disposed (1986 to 1995),13,19,37,29,18,5,7,12,30,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
18,Seminole,Probate,Substance Abuse Act,Before Hearing,0,0,0,0,0,0,0,0,0,0,14,14,31,39,40,95,94,121,455,336,278,332,331,353,330,362,346,351
18,Seminole,Probate,Substance Abuse Act,By Judge,0,0,0,0,0,0,0,0,0,0,34,13,14,10,20,33,65,77,142,64,62,104,88,85,135,81,123,119
18,Seminole,Probate,Substance Abuse Act,Non Jury Trial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,Seminole,Probate,Substance Abuse Act,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,Seminole,Probate,Other Social,Total Disposed (1986 to 1995),44,70,99,65,28,31,36,39,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
18,Seminole,Probate,Other Social,Before Hearing,0,0,0,0,0,0,0,0,0,0,11,7,6,7,7,4,5,7,9,9,5,10,15,12,8,12,2,7
18,Seminole,Probate,Other Social,By Judge,0,0,0,0,0,0,0,0,0,0,24,42,40,30,54,39,60,54,51,48,52,63,53,64,65,63,47,57
18,Seminole,Probate,Other Social,Non Jury Trial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
18,Seminole,Probate,Other Social,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0
18,Seminole,County Criminal,Misdemeanors,Before Trial - No File,878,949,1072,995,1716,1163,740,1487,1568,1726,1837,2549,2238,1850,1780,2216,1187,891,940,1112,882,877,711,844,765,743,882,756
18,Seminole,County Criminal,Misdemeanors,Before Trial - Speedy Trial Rule Dismissals,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0
18,Seminole,County Criminal,Misdemeanors,Before Trial - Dismissed,475,720,624,784,906,762,898,1067,938,939,869,786,690,707,632,586,536,533,657,600,654,724,807,781,724,976,625,556
18,Seminole,County Criminal,Misdemeanors,Before Trial - Transferred,19,37,53,41,54,48,54,62,36,42,47,75,68,53,77,62,61,72,87,129,103,102,95,65,62,84,66,95
18,Seminole,County Criminal,Misdemeanors,Before Trial - Plea,1625,1674,1957,2184,1869,1483,2826,3092,3383,3375,3945,3931,4444,3871,3808,3672,3239,3456,3708,4021,4907,6192,6015,6173,6324,6815,6907,5688
18,Seminole,County Criminal,Misdemeanors,Before Trial - Other,4,3,42,1,0,0,0,0,0,0,1,257,224,427,418,1283,925,1188,659,943,883,966,1031,1163,1202,1084,1095,1209
18,Seminole,County Criminal,Misdemeanors,After Trial - Non Jury Acquitted/Dismissed,5,3,4,2,7,2,26,23,7,6,3,1,2,0,0,5,6,6,1,1,0,1,0,0,0,0,0,0
18,Seminole,County Criminal,Misdemeanors,After Trial - Non Jury Plea,1,0,1,4,13,333,5,7,7,8,2,0,0,0,0,0,3,0,1,2,0,0,0,0,0,0,0,0
18,Seminole,County Criminal,Misdemeanors,After Trial - Non Jury Convicted,0,0,0,1,18,611,11,19,0,2,2,0,0,0,0,1,2,8,2,5,3,1,2,0,0,0,0,0
18,Seminole,County Criminal,Misdemeanors,After Trial - Jury Acquitted/Dismissed,15,4,15,4,21,13,46,19,24,39,30,23,42,34,43,55,24,40,24,60,79,68,42,67,53,56,50,35
18,Seminole,County Criminal,Misdemeanors,After Trial - Jury Plea,3,1,0,0,0,0,0,1,0,0,1,0,0,7,5,8,16,10,10,9,21,16,23,24,28,18,16,10
18,Seminole,County Criminal,Misdemeanors,After Trial - Jury Convicted,0,1,0,2,4,19,13,15,12,25,26,24,30,22,11,15,14,14,10,20,60,39,42,47,54,60,44,25
18,Seminole,County Criminal,Worthless Checks (Misdemeanors),Before Trial - No File,104,185,146,176,186,433,567,320,484,453,558,48,4,5,3,2,1,1,0,3,0,1,0,0,0,0,0,0
18,Seminole,County Criminal,Worthless Checks (Misdemeanors),Before Trial - Speedy Trial Rule Dismissals,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,Seminole,County Criminal,Worthless Checks (Misdemeanors),Before Trial - Dismissed,126,202,58,95,114,116,157,154,120,230,513,433,353,153,66,68,75,112,21,20,21,27,72,51,72,78,33,27
18,Seminole,County Criminal,Worthless Checks (Misdemeanors),Before Trial - Transferred,7,3,4,2,2,10,12,3,1,10,24,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,Seminole,County Criminal,Worthless Checks (Misdemeanors),Before Trial - Plea,60,75,66,58,139,220,493,464,186,275,315,379,409,335,301,271,187,210,93,71,63,78,73,165,227,141,88,52
